Course Name,Company Offering,Skills Gained,Ratings,Number of Ratings
Scrum Master Certification,LearnQuest,"Agile Software Development, Scrum (Software Development), Project Management, Software Engineering, Continuous Delivery, Product Development, Continuous Integration, Leadership and Management, Product Management, Collaboration, DevOps, Software Testing, Strategy, Product Lifecycle, Planning, Software Engineering Tools, System Software, Devops Tools, Risk Management",4.6,7000
Convolutional Neural Networks,DeepLearning.AI,"Artificial Neural Networks, Computer Vision, Machine Learning, Applied Machine Learning, Deep Learning, Machine Learning Software, Machine Learning Algorithms, Network Model, Tensorflow, Network Architecture, Human Learning",4.9,42000
Methods and Statistics in Social Sciences,University of Amsterdam,"Probability & Statistics, Statistical Tests, General Statistics, Correlation And Dependence, Statistical Programming, Basic Descriptive Statistics, Statistical Analysis, Research and Design, Data Analysis, Regression, Adaptability, Computational Thinking, Critical Thinking, People Analysis, Theoretical Computer Science, Writing, Probability Distribution, Problem Solving, R Programming, Experiment, Mathematical Theory & Analysis, Computer Programming",4.6,3000
Financial Analysis - Skills for Success,University of Illinois at Urbana-Champaign,"Finance, Financial Accounting, Accounts Payable and Receivable, Accounting, General Accounting, Financial Analysis, Leadership and Management, Cost Accounting, Generally Accepted Accounting Principles (GAAP), Account Management, Business Analysis, Financial Management, Risk Management, Operational Analysis, Data Analysis, Planning",4.7,226
Natural Language Processing with Classification and Vector Spaces,DeepLearning.AI,"Machine Learning, Natural Language Processing, Probability & Statistics, Python Programming, Machine Learning Algorithms, Applied Machine Learning, Computer Programming, General Statistics, Human Learning, Mathematics",4.6,3000
Meta Marketing Science Certification Prep,Meta,"Marketing, Digital Marketing, Advertising, Data Analysis, Business Analysis, Marketing Management, Media Strategy & Planning, Statistical Analysis, Probability & Statistics, Market Analysis, Communication, Experiment, General Statistics, Market Research, Regression, Statistical Tests, Basic Descriptive Statistics, Brand Management, Forecasting, Probability Distribution, Research and Design",4.8,2000
Structuring Machine Learning Projects,DeepLearning.AI,"Applied Machine Learning, Data Analysis, Data Model, Deep Learning, Exploratory Data Analysis, Machine Learning, Machine Learning Algorithms, Organizational Development, Process Analysis, Strategy, Human Learning",4.8,50000
Robotic Process Automation (RPA),UiPath,"Computer Programming, User Experience Design",4.7,345
Clinical Trials Operations,Johns Hopkins University,"Leadership and Management, Data Management, Clinical Data Management, Operations Management, Communication, Data Analysis, Recruitment, Statistical Analysis",4.8,271
Career Success,"University of California, Irvine","Leadership and Management, Professional Development, Strategy and Operations, Business Communication, Adaptability, Business Analysis, Communication, Decision Making, Project Management, People Management, Critical Thinking, Collaboration, Customer Relationship Management, Strategy, Planning, Business Development, Problem Solving, Accounting, Change Management, Conflict Management, Financial Accounting, Leadership Development, Organizational Development, Entrepreneurship, People Development, Business Research, Cost Accounting, Finance, Financial Management, General Accounting, Generally Accepted Accounting Principles (GAAP), Negotiation, Data Analysis, Financial Analysis, Writing, Entrepreneurial Finance, Statistical Analysis, Data Visualization Software, Marketing, Scrum (Software Development), Statistical Tests, Estimation",4.6,42000
Bayesian Statistics,"University of California, Santa Cruz","Probability & Statistics, Bayesian Statistics, Probability Distribution, General Statistics, Statistical Analysis, R Programming, Statistical Programming, Mathematics, Regression, Data Analysis, Estimation, Statistical Tests, Machine Learning, Markov Model, Forecasting",4.6,4000
Creative Writing,Wesleyan University,"Creativity, Human Learning, Storytelling, Writing",4.6,9000
Introduction to Financial Accounting,University of Pennsylvania,"Accounting, Accounts Payable and Receivable, Finance, Financial Accounting, General Accounting, Generally Accepted Accounting Principles (GAAP), Account Management, Cash Management, Cost Accounting, Financial Analysis",4.7,8000
UI / UX Design,California Institute of the Arts,"Critical Thinking, Design and Product, Front-End Web Development, Graphic Design, Human Computer Interaction, Interactive Design, User Experience, User Experience Design, Visual Design, Visualization (Computer Graphics), Web Design, Strategy",4.7,3000
Sequence Models,DeepLearning.AI,"Artificial Neural Networks, Deep Learning, Machine Learning, Natural Language Processing, Machine Learning Algorithms, Applied Machine Learning, Python Programming, Computer Programming, Machine Learning Software, Tensorflow",4.8,30000
Soporte de TecnologÃ­as de la InformaciÃ³n de Google,Google,"Communication, Computer Networking, Computer Architecture, Network Security, Operating Systems, Networking Hardware, Security Engineering, Network Architecture, Software Security, Human Computer Interaction, Security Software, Software-Defined Networking, System Software, Theoretical Computer Science, Cloud Computing, Data Management, Computational Logic, Network Model, Customer Support, System Security, Security Strategy, Cryptography, Problem Solving, Programming Principles, Adaptability, Linux",4.9,16000
Google Data Analytics Capstone: Complete a Case Study,Google,"Business Analysis, Computer Programming, Data Analysis, Data Visualization, Exploratory Data Analysis, R Programming, SQL, Spreadsheet Software, Statistical Programming, Tableau Software",4.8,14000
Project Management & Other Tools for Career Development,"University of California, Irvine","Project Management, Communication, Collaboration, Decision Making, Leadership and Management, Strategy and Operations, Business Communication, People Management, Problem Solving, Business Analysis, Conflict Management, Critical Thinking, Professional Development, Customer Relationship Management, Business Development, Negotiation, Writing, Planning, Business Research, Data Visualization Software, Risk Management, Scrum (Software Development), Statistical Analysis, Statistical Tests",4.7,35000
Modern and Contemporary Art and Design,The Museum of Modern Art,"Design and Product, Critical Thinking, Creativity",4.8,14000
Six Sigma Yellow Belt,University System of Georgia,"Process Analysis, Strategy and Operations, Leadership and Management, Data Analysis, Business Analysis, Business Process Management, Performance Management, Probability & Statistics, Operational Analysis, Organizational Development, Problem Solving, Project Management, General Statistics, Planning, Statistical Tests, Critical Thinking, Operations Management, Statistical Visualization, Correlation And Dependence, Customer Relationship Management, Collaboration, Entrepreneurship, Risk Management, Business Psychology, Communication",4.6,1000
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Hebrew University of Jerusalem,"Computational Logic, Computer Architecture, Computer Programming, Hardware Design, Theoretical Computer Science, Computer Programming Tools, Critical Thinking, Problem Solving, Systems Design",4.9,5000
Investment Management with Python and Machine Learning,EDHEC Business School,"Investment Management, Finance, Python Programming, Data Analysis, Computer Programming, Machine Learning, Statistical Programming, Applied Machine Learning, Financial Analysis, Machine Learning Algorithms, Risk Management, Statistical Machine Learning, Data Analysis Software, Data Management, Data Mining, Natural Language Processing, Algorithms, Human Learning, Big Data, Computer Science",4.6,7000
Python Project for Data Science,IBM,"Python Programming, Computer Programming, Data Analysis, Data Science",4.5,9000
Introduction to Systematic Review and Meta-Analysis,Johns Hopkins University,,4.8,3000
Digital Transformation Using AI/ML with Google Cloud,Google Cloud,"Business Transformation, Cloud Computing, Google Cloud Platform, Business Analysis, Data Analysis, Data Management, Machine Learning, Applied Machine Learning, Human Learning, Machine Learning Software, Innovation, Strategy, Strategy and Operations, Customer Analysis, Decision Making, Machine Learning Algorithms, Algorithms, Business Intelligence, Cloud Infrastructure, Leadership and Management, Cloud Platforms, Data Architecture, Google App Engine",4.7,8000
Agile Development,University of Virginia,"Agile Software Development, Design and Product, Leadership and Management, Product Management, Software Engineering, Product Development, Project Management, User Experience, Customer Analysis, Product Design, Research and Design, Data Analysis, Business Analysis, Communication, Continuous Delivery, Probability & Statistics",4.7,5000
